jobid,date,description,employer,location,salary,tags,title,url,weeknum
110008,2016-07-28,Twitch is building a brand new cloud infrastructure engineering group to work closely on AWS/EC2…,Twitch,"San Francisco, CA",Provides Equity,"[postgresql, apache-kafka, amazon-web-services, go, cassandra]","Engineering Manager - Edge Engineering, Web Security",/jobs/110008/engineering-manager-edge-engineering-web-twitch,30
115008,2016-07-28,"A Day in the Life of an Progress Database Administrator: 
The Progress Database Administrator is…",Meridian Health Plan,"Detroit, MI",,"[progress4gl, sql, databasedesign, databaseadministration, sysadmin]",Progress Database Administrator,/jobs/115008/progress-database-administrator-meridian-health-plan,30
119310,2016-07-28,Grafisches Rendering spielt eine wichtige Rolle bei unseren Simulatoren für die medizinische Ausbildung.…,VRmagic GmbH,"Mannheim, Deutschland",,"[c++, virtual-reality, shader, opengl, direct3d]",Grafikprogrammierer/in für medizinische Simulatoren,/jobs/119310/grafikprogrammierer-in-f%C3%BCr-medizinische-vrmagic-gmbh,30
121829,2016-07-28,"Do you want to work with cutting edge technologies?
HI Digital Solutions, LLC. is looking for a…","HI Digital Solutions, LLC","Omaha, NE",,"[tdd, ruby, python, java, c#]",Agile Software Engineer,/jobs/121829/agile-software-engineer-hi-digital-solutions-llc,30
119481,2016-07-28,Imagine: just with technology and information it is possible to substantially decrease global emissions…,Cleverciti Systems GmbH,"München, Deutschland",,"[linux, vpn, tcpip, ssh, sysadmin]",System administrator (m/f),/jobs/119481/system-administrator-m-f-cleverciti-systems-gmbh,30
111375,2016-07-28,"Lloyds Banking Group is the largest provider of digital banking products in the UK. Day after day, more…",Lloyds Banking Group,"London, UK","£52,050 - 82,800","[java, java-ee, ant, continuous-integration, maven]",Lead Java Developer,/jobs/111375/lead-java-developer-lloyds-banking-group,30
117765,2016-07-28,"Nicht nur verwalten, sondern aktiv gestalten und ausbauen! Die Betreuung der IT-Infrastruktur gehört zu…",picturemaxx AG,"München, Deutschland",,"[linux, mysql, sysadmin, ubuntu, amazon-web-services]",Linux-Systemadministrator m/w für hochmoderne HA-Infrastruktur,/jobs/117765/linux-systemadministrator-m-w-f%C3%BCr-hochmoderne-ha-picturemaxx-ag,30
121828,2016-07-28,The FIFA Transfer Matching System GmbH (FIFA TMS) is a wholly owned subsidiary of the Fédération…,FIFA TMS GmbH,"Zürich, Switzerland",,[],User Interface (UI) designer (limited to 12 months),/jobs/121828/user-interface-ui-designer-limited-to-12-fifa-tms-gmbh,30
119985,2016-07-28,Het team waarin je werkzaam bent zorgt voor doorontwikkeling en verbetering van het grootste online…,beslist.nl,"Arnhem, Netherlands","€40,000 - 62,500","[php, symfony2, rabbitmq, agile, mysql]",PHP Developer bij het grootste online winkelcentrum van Nederland,/jobs/119985/php-developer-bij-het-grootste-online-beslistnl,30
97263,2016-07-28,Hilf uns bei der Digitalisierung der deutschen Steuerberater und mache sie so zu Rockstars in ihrer…,Wolters Kluwer Software und Service GmbH,"Ludwigsburg, Deutschland",,"[c#, webapi, asp.net, azure, ef]",Softwareentwickler Backend für Onlinelösungen (m/w),/jobs/97263/softwareentwickler-backend-f%C3%BCr-onlinel%C3%B6sungen-m-wolters-kluwer-software-und,30
119017,2016-07-28,"Are you ready to lead development of an app that can change how people experience the world?
Over the…",The Experience,"Denver, CO",,"[ruby-on-rails, angularjs, postgresql, css, javascript]",Senior Full Stack Developer (Freelance to full-time CTO),/jobs/119017/senior-full-stack-developer-freelance-to-full-the-experience,30
121817,2016-07-28,"Verstärken Sie unser aufgeschlossenes und innovatives Team als
Software Engineer (m/w)
an den…",itestra GmbH,"München, Deutschland",,"[c++, java, c#, sql, cobol]",Software Engineer (m/w),/jobs/121817/software-engineer-m-w-itestra-gmbh,30
121816,2016-07-28,"Verstärken Sie unser aufgeschlossenes und innovatives Team als
.NET-Entwickler (m/w)
an den Standorten…",itestra GmbH,"München, Deutschland",,"[.net, c#, sql-server, soa, rest]",.Net-Entwickler (m/w),/jobs/121816/net-entwickler-m-w-itestra-gmbh,30
121807,2016-07-28,"Verstärken Sie unser aufgeschlossenes und innovatives Team als
Web-Entwickler (m/w)
an den Standorten…",itestra GmbH,"München, Deutschland",,"[html5, angularjs, javascript]",Web-Entwickler (m/w),/jobs/121807/web-entwickler-m-w-itestra-gmbh,30
121827,2016-07-28,"Weiterentwicklung von Produkten in Produktfeldern wie GästeWLAN, Digital Signadge,…",m3connect GmbH,"Aachen, Deutschland",,"[ajax, jquery, symfony, json, xml]",Web-Entwickler (m/w),/jobs/121827/web-entwickler-m-w-m3connect-gmbh,30
107383,2016-07-28,"The Performance Test Engineer will be build key working relationships with the Test Managers,…",Sky Betting & Gaming,"Leeds, UK",,"[python, ruby, java, performance-testing, jmeter]",50 million page content changes - Performance Test it!,/jobs/107383/50-million-page-content-changes-performance-sky-betting-gaming,30
119480,2016-07-28,"In Schwäbisch Hall arbeiten die Besten
für die größten Airlines der Welt!
Check in to RECARO.
Heute…",RECARO Aircraft Seating,"Schwäbisch Hall, Deutschland",,"[linux, redhat, suse, debian, sysadmin]",IT-Systemadministrator (m/w) – Schwerpunkt Linux,/jobs/119480/it-systemadministrator-m-w-schwerpunkt-linux-recaro-aircraft-seating,30
119479,2016-07-28,"In Schwäbisch Hall arbeiten die Besten
für die größten Airlines der Welt!
Check in to RECARO.
Heute…",RECARO Aircraft Seating,"Schwäbisch Hall, Deutschland",,"[sysadmin, tcp, avaya, checkpoint, linux]",IT-Systemadministrator (w/m) - Schwerpunkt Infrastruktur,/jobs/119479/it-systemadministrator-w-m-schwerpunkt-recaro-aircraft-seating,30
103778,2016-07-28,"ASML is world leader in the development of micro-chip manufacturing machines, defining the possibilities…",ASML,"Veldhoven, Netherlands",,"[c++, algorithm, c, python]",Sept 1st: Software Recruitment Day @ ASML,/jobs/103778/sept-1st-software-recruitment-day-asml-asml,30
121826,2016-07-28,"TAKE A TRIP ON THE REAL SUPERHIGHWAY. 
SHARE YOUR PASSION FOR DYNAMIC DEVELOPMENT PROCESSES.
If it's…",BMW Group,"Ulm, Deutschland",,"[c++, embedded-linux, debugging]",BMW Group - Software Debugging Specialist Infotainment (m/f) (104023),/jobs/121826/bmw-group-software-debugging-specialist-bmw-group,30
120878,2016-07-28,The Company  Infomedia Ltd is a publicly-listed company on the Australian Securities Exchange (ASX…,Infomedia Europe,"Frankfurt, Germany",,"[project, programme, software, saas]",Senior Project / Programme Manager - Automotive Software Leader,/jobs/120878/senior-project-programme-manager-automotive-infomedia-europe,30
112563,2016-07-28,"Leveraging deep integrations into retailers’ point-of-sale systems, InComm provides connectivity to a…",InComm,"Taylorsville, UT",,"[java, spring-web, sql, jira, confluence]","Sr. Software Engineer, Java back end",/jobs/112563/sr-software-engineer-java-back-end-incomm,30
113435,2016-07-28,We are after a seasoned and well rounded software engineer that will not only not back down before new…,Fonetic Solutions SL,"Madrid, Spain","€30,000 - 50,000",[c#],Senior C# Software Engineer (Still not lookin' for Rockstars or Ninjas),/jobs/113435/senior-c-sharp-software-engineer-still-not-lookin-fonetic-solutions-sl,30
121854,2016-07-28,Do you have the quantitative and computer science skills to make a difference in cancer precision…,DarwinHealth,"New York, NY",,[],"Data Analyst, Programmer, and Bioinformatics Specialist",/jobs/121854/data-analyst-programmer-and-bioinformatics-darwinhealth,30
112610,2016-07-28,"StubHub is seeking a driven front end engineer to join its team.
StubHub is the world's largest ticket…",StubHub,"San Francisco, CA",,"[javascript, node.js, css, html, user-experience]","Lead Front End Engineer (Javascript, Node.JS)",/jobs/112610/lead-front-end-engineer-javascript-nodejs-stubhub,30
110047,2016-07-28,"As a software engineer at Crimson Hexagon, you will be responsible for solving challenging problems and…",Crimson Hexagon,"Boston, MA","$85,000 - 100,000","[javascript, 1.8, jdbc, spring, postgresql]",Java Engineer - Local Candidates preferred,/jobs/110047/java-engineer-local-candidates-preferred-crimson-hexagon,30
119514,2016-07-28,"When it comes to modern day software development, you will have your finger on the pulse of the entire…",New Context,No office location,,"[chef, jenkins, docker, puppet]",DevOps Engineer,/jobs/119514/devops-engineer-new-context,30
119502,2016-07-28,"Description
Intercom is a great place to work. We care about people (you, our customers, our…",Intercom,"Dublin, Ireland",,"[security, ruby-on-rails, linux, amazon-web-services, tcp]",Own and drive Intercom's policies & technologies as Security Engineer,/jobs/119502/own-and-drive-intercoms-policies-technologies-intercom,30
119500,2016-07-28,"
Provide technical leadership for a small team of android software engineers responsible for…",Pearl Automation,"Scotts Valley, CA",,"[android, java, c++, sdk]",Sr Android Developer (USA only),/jobs/119500/sr-android-developer-usa-only-pearl-automation,30
119499,2016-07-28,"The right candidate must have an advanced knowledge of HTML5, CSS3, & JavaScript. Experience with PHP,…",70kft,"Dallas, TX","$60,000 - 80,000",[],Front-End Developer,/jobs/119499/front-end-developer-70kft,30
117211,2016-07-28,"At Pearson, we’re committed to a world that’s always learning and to our talented team who makes it all…",Pearson,"Morrisville, NC",,"[architecture, enterprise-architect, data, soa]",Senior Data Architect,/jobs/117211/senior-data-architect-pearson,30
99248,2016-07-28,Come join a passionate team that builds the platform that powers Box for hundreds of thousands of…,Box,"Redwood City, CA",,"[html, php, java, scala, python]","Sr. Staff Software Engineer, Platforms",/jobs/99248/sr-staff-software-engineer-platforms-box,30
110034,2016-07-28,"Amazon.com is looking to hire highly motivated, best-in-class Senior Network Engineers for our Internet…",Amazon,"Dublin, Ireland",,"[ospf, bgp, tcp, java, c]",Senior Network Development Engineer,/jobs/110034/senior-network-development-engineer-amazon,30
121853,2016-07-28,London - .Net Developer Job - Retail - Immediate Start   A retail client in Central London are looking…,Hays London City Cheapside,"London, UK",,[.net],.Net Developer Job,/jobs/121853/net-developer-job-hays-london-city-cheapside,30
121852,2016-07-28,LBi Software is looking for entry-level candidates for Java-based web application development.  LBi…,LBi Software,"Woodbury, NY",,"[java, html, javascript, css, rest]",JAVA Web Application Developers - Entry-level,/jobs/121852/java-web-application-developers-entry-level-lbi-software,30
119497,2016-07-28,"Founded in late 2010, MotorK was awarded the TechCrunch London as one of the most innovative European…",MotorK,"Milano, Italy",,"[php, ajax, restful, mvc, javascript]",PHP Developer: Top 10 fastest growing tech company in Italy!,/jobs/119497/php-developer-top-10-fastest-growing-tech-motork,30
121848,2016-07-28,Gangverk is looking for a front end developer (Javascript) to join their growing team. If any of the…,Gangverk,"Reykjavík, Iceland",,"[javascript, angular, reactjs, react-native, rest]",Front end developer,/jobs/121848/front-end-developer-gangverk,30
121843,2016-07-28,"The Sr Database Developer will be responsible for database architecture, ETL process development, Data…",HBC Digital,"New York, NY",,"[plsql, oracle, oracle11g, data-modeling, shell]",Senior PL/SQL Developer,/jobs/121843/senior-pl-sql-developer-hbc-digital,30
119496,2016-07-28,Compilers are vital for exploiting the performance of specialized processors with modern complex…,Codeplay Software Ltd,"Edinburgh, UK",,[],Compiler Engineer,/jobs/119496/compiler-engineer-codeplay-software-ltd,30
112591,2016-07-28,"Im HiDrive Backend Team (ca. 15 Entwickler) konzipieren und entwickeln wir das Backend (APIs, Services,…",STRATO AG,"Berlin, Deutschland",,"[perl, unix, posix, http]",DevOps Entwickler (Perl&C/UNIX) für HiDrive (m/w),/jobs/112591/devops-entwickler-perl-c-unix-f%C3%BCr-hidrive-m-w-strato-ag,30
113434,2016-07-28,"Fonetic is looking for a software developer without lots of experience but with willingness to try, fail…",Fonetic Solutions SL,"Madrid, Spain","€20,000 - 40,000",[c#],Junior C# Developer with strong technical interests,/jobs/113434/junior-c-sharp-developer-with-strong-technical-fonetic-solutions-sl,30
113438,2016-07-28,Fonetic is preparing to launch one of its offerings on a SaaS model. In order to do so we are looking…,Fonetic Solutions SL,"Madrid, Spain","€35,000 - 55,000","[cloud, operations, devops, sysadmin]",Lead Operations Engineer - build your dream operations environment!,/jobs/113438/lead-operations-engineer-build-your-dream-fonetic-solutions-sl,30
112589,2016-07-28,Our team is building a highly available OpenStack-based cloud infrastructure. Due to the large number of…,STRATO AG,"Berlin, Deutschland",,"[python, unix, debugging, openstack]","Test Engineer (Python, OpenStack)",/jobs/112589/test-engineer-python-openstack-strato-ag,30
119335,2016-07-28,Deine Leidenschaft sind innovative Technologien und moderne Software? Du suchst neue Herausforderungen…,sunhill technologies GmbH,"Erlangen, Deutschland",,"[java, java-ee, soap, rest]",Java Backend Developer für Mobility & Payment Technologie,/jobs/119335/java-backend-developer-f%C3%BCr-mobility-payment-sunhill-technologies-gmbh,30
119359,2016-07-28,Deine Leidenschaft sind innovative Technologien und moderne Software? Du suchst neue Herausforderungen…,sunhill technologies GmbH,"Erlangen, Deutschland",,"[c#, .net, sql, rest, orm]",.NET (C#) Developer (m/w) für Mobility & Payment Technologie,/jobs/119359/net-c-sharp-developer-m-w-f%C3%BCr-mobility-payment-sunhill-technologies-gmbh,30
